Ticker,Date,Adj Close,Increase
AAL,2008-07-22,4.025506496429443,2.4261366167315246
ABCB,2009-03-17,6.630985260009766,2.049179812117778
ABG,2009-03-23,4.699999809265137,2.338308373912927
ABMD,1988-01-06,4.75,2.0
ABR,2009-03-13,0.5488711595535278,2.1034481498351014
ACAD,2007-03-19,13.609999656677246,2.0343796024318554
ACB,2014-09-08,10.920000076293944,2.040358668483969
ACCD,2020-07-02,29.700000762939453,54.000000216744155
ACHC,2000-01-26,8.0,2.6666666666666665
ACIW,2000-03-01,15.354166984558104,2.0136612438764727
ACLS,2008-11-07,2.880000114440918,2.0
ACMR,2018-03-08,13.460000038146973,2.0029762586887077
ACRS,2020-12-23,7.579999923706055,2.0542004894752735
AEG,1988-05-20,0.0259669795632362,2.313048561122
AER,2009-01-06,5.349999904632568,2.131474073689199
AES,2002-03-08,6.3593831062316895,2.0072632124340637
AG,2008-11-04,1.489516258239746,2.0985915634891494
AGO,2008-12-05,10.325154304504396,2.1094763274719286
AIG,2008-09-22,66.06128692626953,2.30243848090064
AIR,2020-03-26,19.875001907348636,2.113347621445148
AKAM,2001-04-19,12.600000381469728,2.100000063578288
AL,2020-03-24,22.041231155395508,2.1013131260232942
ALGN,2002-11-22,2.9100000858306885,2.2384616865914304
ALKS,2000-02-17,84.375,2.04855842185129
ALLK,2019-08-05,65.26000213623047,2.1051613592332408
AMC,2020-04-29,5.190000057220459,2.153526918000731
AMED,1999-05-25,1.59375,2.0606060606060606
AMRN,1998-03-13,203.125,2.03125
AMRS,2013-12-27,78.44999694824219,2.0271316641256707
AMT,2002-11-01,1.2720379829406738,2.0684933405509875
AN,1990-06-07,4.83603048324585,2.0833331963875903
APA,2020-04-09,8.115964889526367,2.0398006772285915
APPH,2021-01-29,24.950000762939453,2.1072635507936277
APPN,2020-11-27,193.8699951171875,2.0537075421978654
APPS,2006-07-31,4.599999904632568,2.0909090022410264
ARGX,2017-12-11,54.470001220703125,2.1087882842272903
ARI,2020-03-26,7.9061408042907715,2.2216980165031677
ARNA,2012-05-11,63.59999847412109,2.7179486970485565
ARVL,2020-11-23,25.450000762939453,2.5125877669445495
ARVN,2020-12-14,58.380001068115234,2.41239666229763
ARWR,1994-05-13,975.0,3.0
ASGN,2009-03-17,2.7799999713897705,2.014492739851899
ATEC,2016-09-23,8.630000114440918,2.025821514264594
ATRC,2009-05-05,3.1600000858306885,2.95327096348174
ATSG,2003-07-25,1.350000023841858,2.2499999503294648
AUPH,2016-10-06,5.099999904632568,2.233902725219402
AVA,2000-01-20,14.767231941223145,2.0725816117829807
AVID,1998-10-30,25.875,2.0
AXL,2008-10-31,3.561953067779541,2.0397726555159816
AXON,2020-07-28,85.8499984741211,1480.1724300763003
AXSM,2019-01-07,6.869999885559082,3.434999942779541
AZPN,2002-10-15,1.7799999713897705,2.2820513290766447
BAC,2009-03-18,6.6372904777526855,2.4426753207507965
BAK,2020-03-26,7.809999942779541,2.0233161023403747
BB,2001-04-19,6.336666584014893,2.029898529918426
BBBY,2021-01-27,52.88999938964844,2.4565721181074887
BCEI,2015-10-09,889.3563842773438,2.0594316258931085
BCRX,1999-08-17,24.9375,2.078125
