Ticker,Date,Adj Close,Increase
AAL,2008-07-22,4.025506496429443,2.4261366167315246
ABR,2009-04-30,1.279193639755249,2.0814812415269186
ACAD,2007-03-19,13.609999656677246,2.0343796024318554
ACB,2020-05-18,17.100000381469727,2.94827583088461
ACCD,2020-07-02,29.700000762939453,54.000000216744155
ACHC,2000-01-26,8.0,2.6666666666666665
ACLS,2009-02-26,1.399999976158142,2.058823472694543
ACMR,2018-03-08,13.460000038146973,2.0029762586887077
ACRS,2021-01-19,18.82999992370605,3.2133104939731765
AER,2009-01-06,5.349999904632568,2.131474073689199
AIG,2008-09-22,66.06128692626953,2.30243848090064
AKAM,2002-11-21,2.200000047683716,2.1782178895612083
AL,2020-03-24,22.041231155395508,2.1013131260232942
ALLK,2019-08-05,65.26000213623047,2.1051613592332408
AMC,2021-01-27,19.89999961853028,6.700336507350881
AMRN,1998-11-30,30.0,2.0
AMT,2002-11-22,2.990552425384521,2.3666668899379704
AN,1995-05-22,3.4980621337890625,2.008096749297088
APPS,2006-08-02,5.199999809265137,2.0799999237060547
ARI,2020-03-26,7.9061408042907715,2.2216980165031677
ARNA,2012-05-11,63.59999847412109,2.4555984328516427
ARVL,2020-11-23,25.450000762939453,2.507389331963801
ARVN,2020-12-14,58.380001068115234,2.2122016831502833
ARWR,1994-05-13,975.0,3.0
ATRC,2009-05-05,3.1600000858306885,2.590163944037298
ATSG,2003-07-25,1.350000023841858,2.2499999503294648
AUPH,2019-12-05,15.0,2.074688791207255
AVA,2000-01-21,21.60468292236328,2.2248512667346407
AXL,2008-11-25,2.2026562690734863,2.155339864715744
AXSM,2019-01-07,6.869999885559082,3.1513759977899256
AZPN,2002-10-15,1.7799999713897705,2.2820513290766447
BAK,2020-03-26,7.809999942779541,2.0233161023403747
BBBY,2021-01-27,52.88999938964844,2.1181418039271525
BCEI,2016-03-04,236.56655883789065,2.019047668659305
BCRX,2009-04-27,3.880000114440918,2.2171429225376675
BCS,2009-01-28,4.423398017883301,2.0912049260844987
BDN,1992-02-03,0.7577430009841919,2.0000000000000004
BEN,1984-11-14,0.0597656443715095,2.46573682155888
BIGC,2020-08-26,139.0,2.1550387596899223
BJRI,2020-03-25,13.369999885559082,2.0443425020710335
BKNG,1999-04-26,724.5,2.0167014613778704
BLDR,2008-12-08,1.8600000143051147,2.2409639177171505
BLFS,1998-01-07,21.875,2.0
BLNK,2010-04-09,1625.0,12.264150943396226
BNGO,2019-10-16,2.8499999046325684,5.480769248403742
BNTX,2020-03-17,66.5999984741211,2.33274957106367
BOKF,1991-10-30,4.572028636932373,2.0
BOOM,2004-11-12,3.321842908859253,2.0245896458179033
BXMT,2008-10-31,19.632917404174805,2.030849136500198
C,2008-11-28,72.24044799804688,2.198938860526218
CAMT,2013-11-25,4.202088356018066,2.5193373988074597
CAN,2021-02-12,13.039999961853027,2.1661129573369355
CANO,2020-07-06,10.199999809265137,2.0399999618530273
CAR,2008-11-26,0.800000011920929,2.1052632156831743
CATM,2008-11-28,1.340000033378601,2.06153858850694
CBRE,2009-03-25,4.920000076293945,2.0847458877086833
CBZ,1996-05-20,5.0,2.4242424242424243
CCK,2001-12-06,1.8428884744644165,2.0108696154095047
CCOI,2002-11-26,12.771245002746582,3.3333333748186442
CDEV,2020-04-23,0.578000009059906,2.1249999178244834
CDMO,1995-09-29,56.92661666870117,2.0294117727054397
CELH,2007-06-11,34.20000076293945,2.0117647507611442
CENX,2009-05-05,7.679999828338623,2.1818181448731537
CGAU,2008-12-15,3.12953782081604,2.219354793985868
CHEF,2020-03-24,10.43000030517578,2.8972223837434545
CHX,2020-03-26,6.289999961853027,2.082781457476467
CLDX,2019-02-04,10.350000381469728,2.090909248541216
CLH,1996-09-10,1.5625,2.0
CNDT,2020-08-07,4.130000114440918,2.1623037626259647
CNO,2009-03-24,0.6167227625846863,2.0571431354873755
CNST,2019-11-06,28.100000381469727,2.0616287707655934
CNXN,1998-12-28,14.94821548461914,2.2187497699763834
COO,1993-10-04,1.189140796661377,2.1666683500032526
CORT,2007-04-09,1.9600000381469729,2.177777877854715
CPE,2002-03-18,92.0,2.2330096673871074
CRIS,2003-04-09,8.600000381469727,2.0722892009255007
CRK,2015-08-12,16.149999618530273,2.7142857371830575
CRY,2002-09-06,3.909467220306397,2.1693122540091943
CSTM,2015-11-06,8.1899995803833,2.1724136927901334
CVA,2003-12-03,1.603941798210144,2.0863311037001924
CVE,2009-12-09,17.986408233642578,117.49986313312617
CVI,2008-11-03,2.302229881286621,2.2533325103688275
CVNA,2020-03-25,62.5099983215332,2.129812521603891
CWST,2009-03-17,1.2999999523162842,2.363636225708263
