Ticker,Date,Adj Close,Increase
AIG,2009-03-18,19.314537048339844,3.3658544124825105
AMC,2021-01-27,19.899999618530277,6.7003365073508805
BNTX,2020-03-18,92.0,3.222416898721856
CVE,2009-12-09,17.986408233642578,117.49986313312617
DAR,2000-09-26,0.8125,3.25
GME,2021-01-26,147.97999572753906,3.782719830468296
LNG,1996-08-07,7.760000228881836,3.6603776640466115
NUAN,1999-11-11,7.440475940704346,4.435484079575332
NVAX,2009-04-27,51.0,3.1481479998860302
NVR,1993-10-01,10.25,27.333333333333332
PENN,2020-03-25,14.5600004196167,3.221239044481628
PLUG,2000-01-07,790.0,3.0679611650485437
SU,1982-05-26,0.1778323352336883,3.809534845192599
WMB,2002-07-31,1.2307932376861572,3.35227186390181
WTRG,1981-07-01,1.3529044389724731,12.430007187596267
