Date,Open,High,Low,Close,Adj Close,Volume,date_id,OC_High,OC_Low
2019-12-31,81.0,84.25800323486328,80.41600036621094,83.66600036621094,83.66600036621094,51428500,1,83.66600036621094,81.0
2020-01-02,84.9000015258789,86.13999938964844,84.34200286865234,86.052001953125,86.052001953125,47660500,3,86.052001953125,84.9000015258789
2020-01-03,88.0999984741211,90.80000305175781,87.38400268554688,88.60199737548828,88.60199737548828,88892500,4,88.60199737548828,88.0999984741211
2020-01-06,88.09400177001953,90.31199645996094,88.0,90.30799865722656,90.30799865722656,50665000,7,90.30799865722656,88.09400177001953
2020-01-07,92.27999877929688,94.32599639892578,90.6719970703125,93.81199645996094,93.81199645996094,89410500,8,93.81199645996094,92.27999877929688
2020-01-08,94.73999786376953,99.697998046875,93.64600372314453,98.4280014038086,98.4280014038086,155721500,9,98.4280014038086,94.73999786376953
2020-01-09,99.41999816894531,99.76000213623047,94.5739974975586,96.26799774169922,96.26799774169922,142202000,10,99.41999816894531,96.26799774169922
2020-01-10,96.35800170898438,96.98799896240234,94.73999786376953,95.62999725341797,95.62999725341797,64797500,11,96.35800170898438,95.62999725341797
2020-01-13,98.69999694824219,105.1259994506836,98.4000015258789,104.97200012207031,104.97200012207031,132588000,14,104.97200012207031,98.69999694824219
2020-01-14,108.85199737548828,109.48200225830078,104.9800033569336,107.58399963378906,107.58399963378906,144981000,15,108.85199737548828,107.58399963378906
2020-01-15,105.9520034790039,107.56800079345703,103.35800170898438,103.69999694824219,103.69999694824219,86844000,16,105.9520034790039,103.69999694824219
2020-01-16,98.75,102.89199829101562,98.43399810791016,102.697998046875,102.697998046875,108683500,17,102.697998046875,98.75
2020-01-17,101.52200317382812,103.13400268554688,100.63200378417969,102.0999984741211,102.0999984741211,68145500,18,102.0999984741211,101.52200317382812
2020-01-21,106.05000305175781,109.71600341796875,105.68199920654297,109.44000244140625,109.44000244140625,89017500,22,109.44000244140625,106.05000305175781
2020-01-22,114.37799835205078,118.9000015258789,111.81999969482422,113.91200256347656,113.91200256347656,156845000,23,114.37799835205078,113.91200256347656
2020-01-23,112.8499984741211,116.4000015258789,111.12000274658203,114.44000244140625,114.44000244140625,98255000,24,114.44000244140625,112.8499984741211
2020-01-24,114.1259994506836,114.77200317382812,110.85199737548828,112.96399688720703,112.96399688720703,71768000,25,114.1259994506836,112.96399688720703
2020-01-27,108.39800262451172,112.88800048828125,107.85600280761719,111.60399627685547,111.60399627685547,68040500,28,111.60399627685547,108.39800262451172
2020-01-28,113.697998046875,115.36199951171875,111.61599731445312,113.37999725341797,113.37999725341797,58942500,29,113.697998046875,113.37999725341797
2020-01-29,115.13800048828125,117.95999908447266,113.48600006103516,116.197998046875,116.197998046875,89007500,30,116.197998046875,115.13800048828125
2020-01-30,126.48400115966797,130.17599487304688,123.5999984741211,128.16200256347656,128.16200256347656,145028500,31,128.16200256347656,126.48400115966797
2020-01-31,128.0,130.60000610351562,126.50399780273438,130.11399841308594,130.11399841308594,78596500,32,130.11399841308594,128.0
2020-02-03,134.73800659179688,157.22799682617188,134.70399475097656,156.0,156.0,235325000,35,156.0,134.73800659179688
2020-02-04,176.5919952392578,193.79800415039062,166.7760009765625,177.41200256347656,177.41200256347656,304694000,36,177.41200256347656,176.5919952392578
2020-02-05,164.65199279785156,169.1959991455078,140.82200622558594,146.94000244140625,146.94000244140625,242119000,37,164.65199279785156,146.94000244140625
2020-02-06,139.98399353027344,159.16600036621094,137.39999389648438,149.79200744628906,149.79200744628906,199404000,38,149.79200744628906,139.98399353027344
2020-02-07,146.11000061035156,153.9499969482422,146.0,149.61399841308594,149.61399841308594,85317500,39,149.61399841308594,146.11000061035156
2020-02-10,160.0,163.9980010986328,150.47999572753906,154.25599670410156,154.25599670410156,123446000,42,160.0,154.25599670410156
2020-02-11,153.75799560546875,156.70199584960938,151.60000610351562,154.87600708007812,154.87600708007812,58487500,43,154.87600708007812,153.75799560546875
2020-02-12,155.57400512695312,157.9499969482422,152.6739959716797,153.45799255371094,153.45799255371094,60112500,44,155.57400512695312,153.45799255371094
2020-02-13,148.3679962158203,163.60000610351562,147.0,160.8000030517578,160.8000030517578,131446500,45,160.8000030517578,148.3679962158203
2020-02-14,157.44400024414062,162.593994140625,157.10000610351562,160.00599670410156,160.00599670410156,78468500,46,160.00599670410156,157.44400024414062
2020-02-18,168.32000732421875,172.0,166.4720001220703,171.67999267578125,171.67999267578125,81908500,50,171.67999267578125,168.32000732421875
2020-02-19,184.6999969482422,188.95599365234375,180.20399475097656,183.48399353027344,183.48399353027344,127115000,51,184.6999969482422,183.48399353027344
2020-02-20,182.38999938964844,182.39999389648438,171.98800659179688,179.8820037841797,179.8820037841797,88174500,52,182.38999938964844,179.8820037841797
2020-02-21,181.39599609375,182.61199951171875,176.08999633789062,180.1999969482422,180.1999969482422,71574000,53,181.39599609375,180.1999969482422
2020-02-24,167.8000030517578,172.6999969482422,164.44000244140625,166.75799560546875,166.75799560546875,75961000,56,167.8000030517578,166.75799560546875
2020-02-25,169.8000030517578,171.32000732421875,157.39999389648438,159.98199462890625,159.98199462890625,86452500,57,169.8000030517578,159.98199462890625
2020-02-26,156.5,162.66200256347656,155.2220001220703,155.75999450683594,155.75999450683594,70427500,58,156.5,155.75999450683594
2020-02-27,146.0,147.95399475097656,133.8000030517578,135.8000030517578,135.8000030517578,121386000,59,146.0,135.8000030517578
2020-02-28,125.94000244140625,138.10400390625,122.30400085449219,133.59800720214844,133.59800720214844,121114500,60,133.59800720214844,125.94000244140625
2020-03-02,142.2519989013672,148.73800659179688,137.33399963378906,148.7239990234375,148.7239990234375,100975000,63,148.7239990234375,142.2519989013672
2020-03-03,161.0,161.39599609375,143.2220001220703,149.1020050048828,149.1020050048828,128920000,64,161.0,149.1020050048828
2020-03-04,152.79200744628906,153.3040008544922,144.9459991455078,149.89999389648438,149.89999389648438,75245000,65,152.79200744628906,149.89999389648438
2020-03-05,144.75399780273438,149.14999389648438,143.61399841308594,144.9080047607422,144.9080047607422,54263500,66,144.9080047607422,144.75399780273438
2020-03-06,138.0,141.39999389648438,136.85400390625,140.6959991455078,140.6959991455078,63314500,67,140.6959991455078,138.0
2020-03-09,121.0780029296875,132.60000610351562,121.0,121.5999984741211,121.5999984741211,85368500,70,121.5999984741211,121.0780029296875
2020-03-10,131.88600158691406,133.60000610351562,121.5999984741211,129.0659942626953,129.0659942626953,77972000,71,131.88600158691406,129.0659942626953
2020-03-11,128.0399932861328,130.71600341796875,122.5999984741211,126.84600067138672,126.84600067138672,66612500,72,128.0399932861328,126.84600067138672
2020-03-12,116.1780014038086,118.9000015258789,109.25,112.11000061035156,112.11000061035156,94545500,73,116.1780014038086,112.11000061035156
2020-03-13,119.0,121.51399993896484,100.4000015258789,109.3239974975586,109.3239974975586,113201500,74,119.0,109.3239974975586
2020-03-16,93.9000015258789,98.9739990234375,88.43399810791016,89.01399993896484,89.01399993896484,102447500,77,93.9000015258789,89.01399993896484
2020-03-17,88.00199890136719,94.37000274658203,79.19999694824219,86.04000091552734,86.04000091552734,119973000,78,88.00199890136719,86.04000091552734
2020-03-18,77.80000305175781,80.97200012207031,70.10199737548828,72.24400329589844,72.24400329589844,118931000,79,77.80000305175781,72.24400329589844
2020-03-19,74.94000244140625,90.4000015258789,71.69200134277344,85.52799987792969,85.52799987792969,150977500,80,85.52799987792969,74.94000244140625
2020-03-20,87.63999938964844,95.4000015258789,85.15799713134766,85.50599670410156,85.50599670410156,141427500,81,87.63999938964844,85.50599670410156
2020-03-23,86.72000122070312,88.4000015258789,82.0999984741211,86.85800170898438,86.85800170898438,82272500,84,86.85800170898438,86.72000122070312
